### LC--->noradrenaline DR--->serotonin VLPO--->GABA WR--->acetylcholin R--->acetylcholin SCN--->GABA 
time	hypnogram	LC_F	LC_C	DR_F	DR_C	VLPO_F	VLPO_C	WR_F	WR_C	R_F	R_C	SCN_F	SCN_C	homeostatic
30	1	6.329574377767349	0.8628784509279375	1.8390010951383853	0.6455009148106939	0.023782172110584306	0.0006204384306203477	4.25480538722539	0.9038951254367025	0.0018803559407965108	5.655409864962335e-05	4.168861236683942	0.7931739456037877	0.5251714053468455
32	1	6.338107730403405	0.8621243328515197	1.6925073128299046	0.6219215605829644	0.037356272550384755	0.0017519793549088478	4.248841831085848	0.9012176850555604	0.0005301351597573897	-2.9333435159253424e-05	4.150581657287443	0.7903814785531349	0.5268114521497935
34	1	6.340053748036181	0.8614377931898867	1.565525133078245	0.598198207045579	0.05072621275353322	0.003519529755679116	4.21142578982885	0.8986737395599631	0.00160223924297843	0.0003357223644166729	4.137171946783819	0.7877772058502036	0.5284468197256803
36	1	6.334190846456168	0.8607937094094527	1.4462008385459286	0.5746004709466609	0.05886913596053905	0.005218678035587418	4.1974168272661805	0.896375166393876	0.01608040802805873	0.0003911939978854228	4.124673265752266	0.7854620128130072	0.5300775214248356
38	1	6.329329758938949	0.8602042114563361	1.3221303317129278	0.5511861544568222	0.047981602549635974	0.0067388295057136905	4.185267208548599	0.8942910878520061	0.004117631395443572	0.0007832232613052662	4.108877080440359	0.7832977174308217	0.5317035705594989
40	1	6.331318851034398	0.8596151015891703	1.2298175900415231	0.5278960322615148	0.04474031122271081	0.007677479541820178	4.186938817085758	0.8924954312052089	0.006254921453348793	0.0010272284714592183	4.097632611361248	0.7812752174270549	0.5333249804039297
42	1	6.330943942730476	0.8590949135295226	1.1412973756650335	0.5052051898717833	0.06516963928738914	0.008402591540791184	4.164821404448671	0.8908981615310976	0.004397155984840869	0.001024918702154549	4.088664158800261	0.7792922202976771	0.5349417641945137
44	1	6.331088556344207	0.8586191431738545	1.0621248298122414	0.4830066973586133	0.11354463427650466	0.010950808938163074	4.166656635937362	0.8894582339539444	-0.003338400096532665	0.0007625788662724881	4.071048912471941	0.7775504792417777	0.5365539351298716
46	1	6.3317539044217925	0.8581659486523487	0.9836004353352205	0.4612912635641922	0.17353063629344004	0.015306709787541267	4.146124035003808	0.8881123322446336	0.000837393670837543	0.0003956545277078398	4.056808627437635	0.7759030783147594	0.5381615063709675
48	1	6.347391076383319	0.85778095475716	0.9189386789448147	0.44023211838750276	0.2682964157129961	0.022731528975944288	4.097061731188247	0.8865627204590597	-0.008933942085699254	-2.9168315002962424e-05	4.037342074956638	0.7741843759552095	0.5397644910412164
50	1	6.3547653160465885	0.8574657213429179	0.8580802114119543	0.41990711668404457	0.4056301933660965	0.033913728292684464	4.043973511175051	0.8845744724727892	0.0018216356632438466	-1.1778534191545663e-05	4.029517554710906	0.7725658469378668	0.5413629022265896
52	1	6.365251368410742	0.8572361185651614	0.7842112307071988	0.4001653569846899	0.5598157647070517	0.04963228718262382	3.979570018796219	0.8820711941545079	0.005796157073833885	3.360791414717513e-05	4.015003230308462	0.7710398482676512	0.5429567529757238
54	1	6.382195154527337	0.8570492393588015	0.7285441420346602	0.38094938116811833	0.7740624149578244	0.07073601579342852	3.879344625162671	0.8788359736779939	-0.003738645815631918	-0.00018463698578707256	4.011604521623329	0.7696573618259761	0.5445460563000253
56	1	6.388713588535662	0.8569566413045333	0.6583008008695683	0.36216326719659075	1.0541489613323087	0.09884030302703216	3.7306800363369064	0.8741892784951059	-0.006987709276567602	-0.0006138485754358476	3.995429047605314	0.7682565494377961	0.5461308251737792
58	1	6.384754984372523	0.8568451569429124	0.6186450512300122	0.3440578025935009	1.3655518723152071	0.13403406151356992	3.5099482347151625	0.8672301431640076	-0.0005051623066097806	-0.0005638528001161789	3.9868759617720078	0.7669097130027371	0.5477110725342529
60	1	6.415097933788641	0.8568130623208082	0.553264427510577	0.3265759658397058	1.7024814887124973	0.17627888115669152	3.2154333943032594	0.8563405818982797	-0.005951753432387253	-0.0004916053737088755	3.9728958610506027	0.7655302632660747	0.5492868112818011
62	1	6.4312402591280255	0.8569014952528906	0.524569229982755	0.3097056588023736	2.0379112646796784	0.2235959326013872	2.862431469330202	0.8399781810187382	0.0021361225885904505	-0.0007312641998321758	3.9494276259748577	0.7640043394887527	0.5508580542799749
64	1	6.427591844589702	0.8569898941104781	0.49074343223887923	0.29364710801167515	2.3910399639167568	0.274583644197123	2.462469590915906	0.8160172024526617	0.0020920465909742537	-0.0006381526348960094	3.929047622960323	0.7623967155108172	0.5524248143556225
66	1	6.4163149651173566	0.8570467105428405	0.4468038048321716	0.2782426585507955	2.737900993327988	0.3276975655909771	2.0744291222495894	0.7832463074688985	0.000197501779695319	-0.0006044907214303257	3.903016716771914	0.7605871842155306	0.5539871042989958
68	1	6.388538217288858	0.8570162687721937	0.4181301145600874	0.2634401515477942	3.044805996068265	0.3806461784625357	1.7408349621102768	0.742655611002856	0.006148176304741296	-0.00011132612373872388	3.8810440198468994	0.7586939759958716	0.5555449368638549
