### wake--->noradrenaline NREM--->GABA REM--->acetylcholin 
time	hypnogram	wake_F	wake_C	NREM_F	NREM_C	REM_F	REM_C	homeostatic
52	0	0.6729195185464832	0.24464900059457986	3.258092213907149	0.5492980002762359	0.05084902893234742	0.021872197691918487	0.4360523879260677
54	0	0.637210525743225	0.23578259825259096	3.378267097742513	0.5730226688956132	0.04031286050515927	0.020572441659554838	0.43376334420295687
56	0	0.5788283080429807	0.226898355540841	3.5070685593312163	0.5955666616840894	0.033565884701837106	0.019068998198567645	0.43148631674511956
58	0	0.5563860409583405	0.218150882294788	3.6168574113550505	0.6167025756601883	0.029306828087987853	0.017613982780996768	0.4292212424735368
60	0	0.5025783106002204	0.2094840722937716	3.7365731789575016	0.6363897273817001	0.03551524725657375	0.01623048141006514	0.4269680586403217
62	0	0.4462547658573729	0.20064351916510853	3.8403106784528878	0.6549838682896237	0.029087995538117747	0.015164574067358638	0.42472670282698066
64	0	0.4091562269558694	0.1917673494514512	3.941061003641942	0.6722200888255108	0.025684124909233233	0.013988819432426181	0.4224971129426834
66	0	0.3732662713214634	0.18299783452421872	4.019492167379257	0.6881691002355609	0.025985647201748268	0.013057267060541345	0.42027922722254424
68	0	0.35316736667563237	0.17454103197719179	4.108900454345927	0.7027661493151199	0.02350902710510626	0.012064337125005717	0.41807298422590994
70	0	0.3223609222609923	0.1662699501151038	4.183992705228555	0.7162304292098776	0.02770799945289161	0.011540659162866434	0.41587832283465825
72	0	0.2838755188383227	0.15818223094199785	4.256597697311462	0.7284706664807344	0.028178455588972043	0.011137492223570947	0.41369518225150465
74	0	0.2822940425030105	0.15047029565511794	4.32287213104593	0.739693028349479	0.02591119693316864	0.010906136668668272	0.41152350199831783
76	0	0.2658971522821838	0.14316841650299736	4.372863795171061	0.7499447793824257	0.029485382660743943	0.010646450540110961	0.40936322191444546
78	0	0.26785559439569034	0.13624907301241487	4.425599644060691	0.7591482356384168	0.02426398770437771	0.010390441975603296	0.40721428215504524
80	0	0.23794898370580983	0.1296087783431905	4.466360003384543	0.767390136502321	0.02148413485900978	0.010005406140851856	0.40507662318943
82	0	0.21549918318494193	0.12320136046767904	4.511478108373771	0.7749218304172075	0.03257354806764818	0.009684483490622403	0.40295018579941677
84	0	0.1956811005991947	0.1168910925552859	4.550753635236642	0.7816360340413331	0.02466964074853998	0.009604648700611066	0.4008349110776859
86	0	0.18060456086477228	0.1107664203294745	4.594154891517438	0.7879310079892872	0.021809285685949562	0.009425529671143382	0.3987307404261503
88	0	0.16538670518641146	0.10481495050086213	4.629963444000588	0.7935277058299677	0.023451472717647616	0.009067177645950884	0.3966376155543322
90	0	0.15812896779174795	0.09924217680443916	4.657845944107984	0.798547682882393	0.031788649946386596	0.009143976253349078	0.3945554784777473
92	0	0.15707206043336774	0.0940759872395253	4.6746062364120755	0.8029877747916967	0.037015154095688334	0.009542109677396585	0.39248427151629967
94	0	0.1422194378176039	0.089103563945103	4.693936426181817	0.8069177371043216	0.034288976663275246	0.009903993854484752	0.3904239372926824
96	0	0.1280179935999252	0.08428858159501712	4.725328225967105	0.8104407104849871	0.04378858714864552	0.010325423623413878	0.38837441873078987
98	0	0.11615390758450228	0.07971236678146375	4.731558835177248	0.8136742090461282	0.04261597901978418	0.010816359786224335	0.38633565905413547
100	0	0.12321239443072929	0.07545726458643949	4.759168852431557	0.8165683273459252	0.02880421233683539	0.010901663674384252	0.38430760178427925
102	0	0.11916321404547549	0.07150705595004297	4.7814192483474836	0.8193019791393774	0.040699252403749234	0.011195594971349868	0.3822901907392624
104	0	0.10370112384898322	0.0677880436092019	4.781742179908572	0.8216785285069658	0.03703042084990301	0.011472571131945759	0.3802833700320524
106	0	0.08365924284701988	0.06400369880779248	4.792385036630949	0.8237000579620068	0.05056384569352143	0.01212682776266888	0.3782870840689935
108	0	0.08037337091311682	0.06033638091377967	4.795397335443336	0.8253930208032034	0.04070401042604366	0.012625247358372015	0.3763012775482669
110	0	0.05767787197591249	0.05681607931722685	4.805166526137259	0.8269034443376859	0.04209314075905139	0.012748199348915783	0.3743258954583598
112	0	0.06371202094448576	0.053287705736775756	4.819524499408988	0.8283506714874403	0.04614433193065678	0.01323934648480682	0.37236088307654025
114	0	0.050975206134089596	0.05007449821294224	4.845656801614409	0.8298208478651435	0.04813139188826312	0.013878540012021675	0.3704061859673418
116	0	0.06064187876585429	0.04699223843554051	4.859420808505714	0.8312548124167375	0.05305618982375434	0.014632664322309759	0.36846174998105485
118	0	0.05695906387192993	0.04419250698420772	4.84602060006902	0.8324030027701786	0.059719092766698234	0.015338832838431448	0.36652752125222715
120	0	0.058894689152400724	0.0417090965116319	4.858981089654668	0.8333908855600511	0.0625650430594586	0.015949654866652157	0.36460344619817225
122	0	0.058131962973581384	0.0394388947811293	4.859763836115665	0.8342862023758096	0.0628119008583328	0.016716505680473236	0.3626894715174832
124	0	0.06470849137601302	0.037260260806772805	4.873203557079974	0.835024611832598	0.0757349235882735	0.01782445798558998	0.3607855441885579
126	0	0.08445405169410984	0.035612976229655244	4.896495014608067	0.8359921590906843	0.06464567118259842	0.018662413046195384	0.35889161146813003
128	0	0.07951029143061074	0.03417243674324005	4.8871516637467	0.8368021789430878	0.06300701126049615	0.019155009610107618	0.35700762088980637
130	0	0.07026073877968377	0.03268488623645016	4.896975568428344	0.8374142503366772	0.06297951215352357	0.019488188661765316	0.3551335202626154
132	0	0.06325763577398928	0.031209700949916305	4.885750517808516	0.8379548028142352	0.07298448896613556	0.02008317652536456	0.3532692576695596
134	0	0.06126348777856907	0.029720310991819918	4.89560170595225	0.8384891159772963	0.07757795385225337	0.020942263991300235	0.35141478146617816
136	0	0.056573346146365326	0.028349903194346236	4.894184712077132	0.8389135510404132	0.07475433473269366	0.021718777176072478	0.3495700402791168
138	0	0.05520402605501823	0.027118805112343495	4.89274279629071	0.839266214541163	0.08391382648382413	0.022594712862128306	0.34773498300470457
140	0	0.061838522631376534	0.025946640128091638	4.8991998260147485	0.8395001443513183	0.07632478785845194	0.02341438252694106	0.345909558807537
142	0	0.0702427353567578	0.0249867289072528	4.88331581800341	0.8395776310986438	0.08836559465200335	0.024093120024733076	0.3440937171190683
144	0	0.07226961692160498	0.02417383287613166	4.881387094843717	0.839669228945471	0.086222689740713	0.02500638316375234	0.34228740763621174
146	0	0.06498831444423224	0.02331081745342177	4.888760502713418	0.8397448847652023	0.08464839465978077	0.025544939610110295	0.3404905803199438
148	0	0.04572327718655033	0.02236739149732719	4.883848381774324	0.8397439230908772	0.092625830632203	0.026710247477693787	0.33870318539392
150	0	0.03823003369235392	0.02133576032592592	4.88684828656237	0.8398436587378438	0.0975321268166703	0.027169895498492448	0.33692517334309524
152	0	0.03170301374557696	0.02028330225687798	4.902005134220492	0.8399875047979481	0.09320471430676963	0.02789195179986225	0.33515649491235155
154	0	0.04196398076697121	0.01931911165198613	4.896959589299192	0.84015657385822	0.09632035554213486	0.028603241204418275	0.3333971011051355
156	0	0.032232088789109055	0.0183644811573333	4.895853729931809	0.8403041414989622	0.09630758003871687	0.02946204253783899	0.3316469431820987
158	0	0.024712561516532044	0.017402009191030576	4.899749648094634	0.840362969766528	0.09223408350273242	0.029851236594147984	0.32990597265974836
160	0	0.017455666526715447	0.01641991944221667	4.884415015354375	0.8403509639614651	0.10101050391894434	0.030457346321638157	0.3281741413091045
162	0	0.018844080235732488	0.015513494745280623	4.872162853166739	0.8401780094184702	0.1033010394249237	0.031174983936892296	0.32645140115436383
164	0	0.017808488219883033	0.014507263908807895	4.863766492953997	0.8399026537665264	0.11482356692633147	0.03217766469361914	0.32473770447157035
166	0	0.0019529993567437764	0.013597234861503103	4.8574630436021415	0.839613564195635	0.10073226187019318	0.03317627903198775	0.32303300378729366
168	0	0.004510194667257882	0.012588866132867683	4.852543038130867	0.8393579533321751	0.11166980385001189	0.033783735463110066	0.32133725187731405
170	0	0.006568155608745909	0.011708504059897743	4.85110017166179	0.8389852649463861	0.11981489751285884	0.03443109580074548	0.31965040176531306
172	0	-0.006080239468189999	0.010827317696021535	4.864908144394701	0.8388450628801825	0.12310455915705207	0.03529611499298322	0.31797240672157373
174	0	-0.0044140211000754034	0.009932996000871974	4.856502874595166	0.8387386815563548	0.13533890308333973	0.03678027165645045	0.3163032202616847
176	0	0.012545492941823264	0.009269460829110366	4.876044739716273	0.8386763509626113	0.13073873216951407	0.038074595675917956	0.31464279614525364
178	0	0.014101193846372874	0.00884038380605718	4.869931389950877	0.8387742352910428	0.13803558941503075	0.039387903074962316	0.3129910883746259
180	0	0.001202641205807309	0.008243892798312473	4.869569277389501	0.8387655237927022	0.1365666664608466	0.04048680419803554	0.31134805119360964
182	0	0.022178946317869565	0.0077929605551227835	4.877072451188979	0.8388200282759751	0.14659319787786462	0.041722335928116326	0.3097136390862081
184	0	0.00827701957081613	0.00744319565231831	4.884019872603236	0.8389055140388858	0.15460709947410578	0.04321722298438589	0.3080878067753615
186	0	0.0319915158021321	0.007216445227970513	4.860997176283061	0.8388611472765883	0.152214045030076	0.044665628082049595	0.30647050922168834
188	0	0.039341522829749016	0.007243482801823331	4.85957827670279	0.8386453072824882	0.1470554381257864	0.04551139708874313	0.3048617016222414
190	0	0.03977272780589811	0.0073006954386125875	4.85709051737216	0.8385759465452111	0.146909741089191	0.046138594174183624	0.30326133940926453
192	0	0.033769463981145977	0.007268057928461822	4.847937315048593	0.8384014391923545	0.14720303190810147	0.04658020314016745	0.30166937824895873
194	0	0.04308914782715325	0.007286670879854863	4.852500942739924	0.8382159495637959	0.14721708249681886	0.047288559330842014	0.3000857740402539
196	0	0.04377072835692434	0.007289313218701064	4.8505528999027305	0.8381825886752455	0.15218576819954355	0.04767933057812107	0.2985104829135873
198	0	0.051367317317763464	0.007485732035962551	4.844574658755049	0.8379858264670657	0.13912005746279088	0.04805395635272476	0.2969434612296884
200	0	0.04895094561441948	0.007654429949784553	4.838641308350385	0.8377410915835	0.14371450332747426	0.04835952822651837	0.295384665578369
202	0	0.03977948326198724	0.007761714231635944	4.835307824950494	0.8375427975747647	0.15070352715153204	0.048436678868681145	0.29383405277732183
204	0	0.03684998135931108	0.007713508890882611	4.839048122963597	0.8374011372571878	0.1562304952703688	0.04872248797444448	0.29229157987092386
206	0	0.04772616717818621	0.007783643598648696	4.842420852168731	0.8373421821014683	0.16372751449879286	0.04960503789988483	0.2907572041290462
208	0	0.04053500565854643	0.007869735463300104	4.829602436010887	0.837170282988017	0.1534505304888792	0.04997697125327253	0.28923088304587047
210	0	0.059151310030685376	0.008017486559012995	4.834352385059119	0.8369946876253703	0.14862150169929003	0.04988946218555085	0.2877125743387107
212	0	0.0649193943371587	0.008323371202011078	4.820336635177039	0.8367900794969754	0.1562075508992135	0.05014455685442047	0.286202235946844
214	0	0.07045980997127917	0.008726152691786433	4.81506136155854	0.8364413611318823	0.1518176429054896	0.050445379778925895	0.2846998260303425
216	0	0.0636593065305618	0.009126491056227475	4.815245723915331	0.836149482529629	0.15482486902663553	0.050425256344891166	0.2832053029689164
218	0	0.05464431395976929	0.009360726085226425	4.820968084032146	0.8359153904581577	0.14229888006644384	0.0504186143407059	0.2817186253607601
220	0	0.06160960891090273	0.009530147488492626	4.79932759125702	0.8356761604520652	0.14700583981799983	0.05017634631964651	0.2802397520214063
222	0	0.05017656243893558	0.00965082416448987	4.796883942463848	0.8352180297842603	0.15043280978643492	0.050173705773963635	0.27876864198258333
224	0	0.03995462626034286	0.009587157081624349	4.788507467450576	0.8347889175175733	0.1579632974462879	0.05047464918105656	0.27730525449108206
226	0	0.031985909587421806	0.009361195568793902	4.787897367216149	0.8344256395696519	0.15477728179328368	0.05087286486316046	0.27584954900762515
228	0	0.02849276382264185	0.009118305114392109	4.788529765391888	0.8341163340955264	0.1590266991820724	0.05137357065352599	0.2744014852057456
230	0	0.010039809371810758	0.008730441921671562	4.778644281011362	0.8337694249661972	0.15575320388631367	0.05156876510039563	0.272961022970669
232	0	0.01754185881138653	0.008239643368838496	4.792256292234835	0.8336108995031681	0.15822895654634261	0.05170810168646375	0.27152812239820207
234	0	0.019836737473982985	0.007990128093392173	4.781179093530909	0.8333820304776871	0.17522742084347523	0.05230943726229292	0.2701027437936275
236	0	0.027306704531255624	0.007705913091113551	4.775747896899243	0.8331357485249422	0.16787271371438967	0.05311483381803328	0.2686848476706031
238	0	0.016352608507042836	0.007454089132423974	4.771983674804064	0.8328946638766117	0.16273361402558953	0.05330919099437538	0.2672743947500708
240	0	0.033435469978332806	0.007320221016784234	4.777501569746202	0.8326617333251564	0.17213147983117105	0.05340315121243047	0.2658713459591659
242	0	0.0333612109145705	0.007295264493670421	4.8014179386046365	0.8326522349822334	0.18063851141047482	0.05428265351864131	0.2644756624301353
244	0	0.02183212546102773	0.007093619121610793	4.801058235572783	0.8328743257367596	0.18564081449224776	0.05540320360750347	0.2630873054992615
246	0	0.03395274120724299	0.0069581220575593225	4.791318551182682	0.832864775032348	0.17980119577322684	0.05628337712752826	0.2617062367057908
248	0	0.06089560340967823	0.007027013314705183	4.777622594586669	0.832817796660261	0.1728725530571135	0.056754329340287284	0.2603324177908675
250	0	0.06315584571850147	0.007444444009816236	4.766179833645542	0.8325502566298912	0.1793540935013885	0.057237781190950666	0.25896581069647523
252	0	0.054911581574901065	0.007798529351036765	4.771748849403201	0.8323675685058705	0.17214274568689425	0.05814290529127967	0.25760637756438204
254	0	0.049252562678942374	0.007959865879091529	4.772060978517806	0.8323119398384559	0.17841436326379817	0.0583074668998789	0.2562540807350913
256	0	0.05919445811238158	0.00816236868075805	4.767071381928236	0.8321473920820084	0.17137359565587823	0.058484361930928354	0.2549088827467993
258	0	0.059832183405081334	0.008528441085208251	4.781340531042215	0.8320988587736019	0.18282567728748356	0.05858456307360601	0.2535707463343561
260	0	0.058211832867920456	0.008818736573315963	4.767183287683463	0.8319784233336384	0.18170606620599786	0.05887591567257276	0.2522396344282345
262	0	0.042348017101008446	0.008909559959505292	4.755248703465377	0.8317200459453399	0.17709136022219568	0.05898061490974623	0.25091551015350305
264	0	0.03507660763852419	0.008768844694468788	4.750821026019111	0.8313852322287947	0.18770819801603325	0.05926884149322921	0.2495983368288029
266	0	0.035902393214255195	0.008645951934038405	4.753347527755366	0.8311336113964694	0.18083788620694038	0.059605504525142364	0.2482880779653342
268	0	0.031030544270442783	0.008432461315319509	4.7299283970881945	0.8307528412776168	0.180757271500443	0.05948013551386424	0.24698469726584346
270	0	0.024985855572625063	0.008232049503326368	4.721664774381042	0.8302793210321607	0.18521595076090122	0.0596932648351349	0.2456881586236182
272	0	0.014633737364364331	0.007858965168901194	4.729097022799302	0.829810218961511	0.1971995186716695	0.060485890725012016	0.2443984261214874
274	0	0.01748777214117828	0.007459041844998017	4.734400705065754	0.8295321379469957	0.19496983414638794	0.06107186304668292	0.24311546403082585
276	0	0.016449530182161207	0.007113101243922336	4.7301815064909025	0.8293392433192962	0.19748106713314947	0.06163498809939909	0.2418392368105652
278	0	0.014131807834927209	0.006697348932450837	4.732619052704951	0.8291465123420882	0.19872451043655756	0.062448805666916817	0.2405697091062084
280	0	0.0033530894153575414	0.0063752504706067374	4.717454835300082	0.8288634877942999	0.20451964784260335	0.06325927178593445	0.23930684574885072
282	0	0.004696323270575512	0.005896841600763723	4.714785457677989	0.8285644001706893	0.20233219516809098	0.06396449783933804	0.23805061175420578
284	0	0.026824856904441054	0.005617828671239616	4.700067682362429	0.82815822266581	0.20164957180865586	0.06471692662253052	0.236800972321636
286	0	0.03519756687516931	0.0056556270552418145	4.705217097444376	0.8277989921514486	0.22030066523739616	0.06564045615586447	0.23555789283318873
288	0	0.03690844254321236	0.0057690903388401505	4.722441079796331	0.8276435852559032	0.2205930472222156	0.06681073637435778	0.23432133885263715
290	0	0.03883942648876845	0.005949454944546654	4.719586541022561	0.8275545518740034	0.22668366436562132	0.06818016775775987	0.23309127612452643
292	0	0.026071757445603725	0.006002442339884616	4.720393367616727	0.827575421341215	0.21675413397196164	0.06899615169753649	0.23186767057322474
294	0	0.029821855740577566	0.0058792316743385125	4.722702842572199	0.8276251051061162	0.2229317748552948	0.0698432733097763	0.23065048830197915
296	0	0.011324535113929536	0.00572817072325718	4.712914019050064	0.8275076371655288	0.21554480191810058	0.07022149890950877	0.2294396955919768
298	0	0.0017982148516718544	0.005364402408865358	4.714919516307084	0.8273907331396607	0.22349218539575164	0.07105714908670492	0.22823525890141047
300	0	-0.00022146424450525382	0.004993433468667394	4.687551876576442	0.827086057255719	0.23098482394260053	0.0718499646067484	0.22703714486454984
302	0	0.0117548742171507	0.004699056852877575	4.699500452953025	0.8267652864412052	0.23249532545838136	0.072587345455518	0.22584532029081691
304	0	0.011493911180926497	0.004483888781347982	4.689369973269292	0.8264983455373914	0.23856476865157103	0.07387706802405579	0.22465975216386683
306	0	0.010021881100901537	0.0042993594487981	4.692774936261095	0.8262283247145991	0.2493668036903638	0.07507024911096777	0.2234804076406728
308	0	0.005332271716448471	0.004091883029059295	4.698388742590579	0.826100573128142	0.2531172772635329	0.0768713993012271	0.22230725405061658
310	0	0.023184428270045947	0.003973679840848804	4.6903738626343285	0.8259555446332875	0.25518722966278135	0.07771725011819448	0.22114025889458327
312	0	0.008517756671997152	0.003866272595496527	4.673517783016398	0.8256657668612618	0.24749325669748612	0.07880452588094314	0.2199793898440609
314	0	0.0015941920332439327	0.0036657084903139727	4.673459394347496	0.8252716894202553	0.25763494579170576	0.08001273717579124	0.21882461474024553
316	0	-0.005703083421225368	0.0033349953997650113	4.666077920695507	0.8249311392408067	0.26352650276540607	0.08134402920550243	0.21767590159314973
318	0	-0.00901223044432185	0.0029501877266440765	4.668352233067468	0.8246467925889158	0.26817586955110106	0.08295416400789953	0.2165332185807162
320	0	-0.014211761506829072	0.0025836712105382115	4.672101171454753	0.8245175895694478	0.282048234947936	0.08445500691823613	0.21539653404793668
322	0	-0.03499914803748705	0.002078126264817783	4.653473921168622	0.8242245405562825	0.28831338178797306	0.08631408214899756	0.21426581650597515
324	0	-0.04374347598290092	0.0013758127031113893	4.646810095656816	0.8238071980859675	0.3009545059433754	0.08864539283198639	0.2131410346312951
326	0	-0.01924296368756163	0.0008255808978095151	4.642591921320262	0.8234708684626552	0.317789195584674	0.09122420613344474	0.21202215726479196
328	0	-0.03363399735906605	0.0003047505873309322	4.633231251701411	0.8229810370087445	0.3322993890989396	0.09398239860396106	0.21090915341093022
330	0	-0.022046833707366698	-0.00012802493780383434	4.641066199634444	0.8225920614791818	0.3429421379127666	0.0970778744831081	0.209801992236884
332	0	-0.00424370421787904	-0.00037993241540152853	4.641852799845815	0.8223385624221099	0.3580184519102045	0.10088962613186415	0.2087006430716838
334	0	0.0020718776112944267	-0.00035935671394712404	4.624668925773921	0.8219350682150388	0.3675039973393101	0.10440103732948101	0.20760507540536602
336	0	0.007431124651844356	-0.000254921100044566	4.624403976900971	0.821514735549374	0.4032144277086877	0.10850459909915036	0.20651525888812894
338	0	0.008607031327746116	-3.006117613588107e-05	4.62907360628944	0.8212502618705073	0.41499869109461	0.11341228037683859	0.20543116332949016
340	0	0.0032645115153042215	2.3305438491256625e-05	4.609851128479112	0.8209339439926873	0.4326754458027296	0.11857568924417172	0.2043527586974522
342	0	0.0076546317445542284	8.115542435309619e-05	4.599333251679007	0.8204907953485325	0.4670870964446965	0.12393644877284628	0.20328001511766916
344	0	0.011659955118178307	0.00027857015645169867	4.605644735395008	0.8201161393776215	0.4864700128414911	0.1299804199440116	0.20221290287261967
346	0	0.005573092688803068	0.00037890646451483234	4.608565619896069	0.8199073338685524	0.5286606414697077	0.1364968301835236	0.20115139240078395
348	0	0.007211128419412154	0.00044988781073742766	4.60714608029515	0.819631686292282	0.5723924603643034	0.14476992731385505	0.2000954542958239
350	0	0.007606825780807888	0.0006511802856493157	4.592484485154424	0.8193555286429877	0.6240008630139205	0.1542330104473924	0.19904505930576954
352	0	0.02607292076671756	0.0009226588897811342	4.570047750612576	0.8187102008155401	0.701713308937618	0.1656100926652193	0.19800017833220787
354	0	0.028972268572336157	0.0012764887088541987	4.581891653441942	0.8181590535129643	0.7956339125398798	0.1797497555828254	0.19696078242947765
356	0	0.03725813245859394	0.0017063011646790075	4.563533135737049	0.8177040129530505	0.9330960398985185	0.19818797810164712	0.1959268428038664
358	0	0.03878925938890844	0.002147358578717617	4.562155906716732	0.8172390020174858	1.1534728193966963	0.22263424078104072	0.19489833081281394
360	0	0.05398678867895886	0.0027545794777232473	4.534712942489039	0.8165335115117696	1.4871770792186272	0.25697734170197656	0.1938752179641178
362	0	0.06571559629243887	0.0034477677610027556	4.53105537620928	0.8157500997145333	2.0580533330974102	0.30600285370031677	0.1928574759151447
364	0	0.0752001623436851	0.004214026952903027	4.524503234422463	0.8150508315855781	2.902711788753489	0.3731021655141817	0.19184507647204516
366	0.5	0.09466368142187896	0.0051607912495806015	4.522566231834494	0.8143686812166726	3.810520798886047	0.45215582295775814	0.1908379915889727
368	0.5	0.11107381492412235	0.006312479028204065	4.526251631297998	0.8138171674834047	4.431958391613017	0.5301511426820756	0.1898361933673062
370	0.5	0.13310219646097504	0.007709446428395593	4.5091403095324205	0.8132182123764786	4.745205245901729	0.5994020788685381	0.18883965405487765
372	0.5	0.15683704180968022	0.00937104012604881	4.500417489909687	0.8125838176028087	4.882000440775351	0.6580728511974657	0.18784834604520348
374	0.5	0.1928483961135855	0.01133359474609138	4.484593684895404	0.8119315636725051	4.933715275986899	0.7068555558310369	0.186862241876719
376	0.5	0.24390446940363603	0.013782714710175385	4.473713591958621	0.8111332320571668	4.948515117001543	0.7470859548164487	0.1858813142320185
378	0.5	0.27841651295466907	0.01671915859492421	4.479610110641858	0.8104661466706359	4.970311188602819	0.7801373961621073	0.1849055359370983
380	0.5	0.33335590450360797	0.020133795975909755	4.455937178818196	0.8096828318977457	4.977566675446366	0.8073624269949515	0.18393487996060368
382	0.5	0.3891215108278521	0.0242096581392545	4.417355060946178	0.8085664319754063	4.978453424980202	0.8296078732889076	0.18296931941307998
384	0.5	0.44909134511978865	0.02885136976789618	4.381016290317785	0.8070659606402392	4.982773089700776	0.8478955321292134	0.18200882754622794
386	0.5	0.5060404209191711	0.03390670530075429	4.346002332415838	0.8052401761276098	4.982840986088959	0.8628825474484321	0.18105337775216315
388	0.5	0.5427318906515866	0.03931445041751985	4.303155120419065	0.8030689487751387	4.991928550539519	0.8751668877767907	0.18010294356267792
390	0.5	0.6102698627383552	0.04517039681543723	4.254782987738551	0.8006071068511008	4.988322666018372	0.8852576240901485	0.17915749864850908
392	0.5	0.6837391681366565	0.05159298487082771	4.191554015066491	0.7976614859494663	4.989431415052536	0.8934911828967789	0.1782170168186077
394	0.5	0.7457760905527361	0.05851589869441755	4.155559205946458	0.7944085375222545	4.990565928573844	0.900250546240648	0.17728147201941422
396	0.5	0.8181293100001107	0.06599016950762515	4.096071696357104	0.79080519312976	4.994543517924539	0.9057699164013382	0.17635083833413628
398	0.5	0.8920553842069748	0.07395038333260247	4.0049890402271275	0.7863978286776465	4.983115670391729	0.9102957063518053	0.17542508998203124
400	0.5	0.9599575061922934	0.08241861165134305	3.8952804002289105	0.7808676528925315	4.996736637560393	0.9140178710244588	0.17450420131769118
402	0.5	1.0287734067797776	0.09118462410985236	3.7952497427491325	0.7743595528764025	4.992248030536436	0.9170592546606136	0.17358814683033347
404	0.5	1.114759945618795	0.10039159594668141	3.672159042724718	0.7667343313783557	4.993241206520256	0.9195166686642334	0.1726769011430934
406	0.5	1.176199902622673	0.10998720478053695	3.5615079622679136	0.7579725962834588	5.0029389143893175	0.9215935460247442	0.17177043901232114
408	0.5	1.2418259657176711	0.11980533163445124	3.4095956126586096	0.7477543252444994	4.9963675384517625	0.9232741640217971	0.17086873532688274
410	0.5	1.325545962092627	0.12988094360310362	3.2498691267718915	0.735854478504856	4.9898635169315755	0.9246207504812594	0.16997176510746456
412	0.5	1.3998539116418882	0.14033343112509525	3.0915981426496413	0.7220821872449446	4.988003218887296	0.9256807638244425	0.16907950350588094
414	0.5	1.4992243086781285	0.15124850252167524	2.913465703928348	0.7062121820692195	4.990603946164868	0.926575177378024	0.168191925804386
416	0.5	1.5875611416313773	0.1626208228684952	2.740013041673073	0.6885997188679628	4.987432077293972	0.9273569351196477	0.1673090074149889
418	0.5	1.7073148579571338	0.17458355744298312	2.5503046175912143	0.6687209293315368	4.990560996955864	0.9279355252079008	0.16643072387877283
420	0.5	1.8474390489541253	0.18745904333358326	2.3503025091682868	0.6463036585837705	4.985608943879407	0.9284253378052948	0.1655570508652173
422	0.5	2.000212609070064	0.20124180271399406	2.1539684528714513	0.6216365513727283	4.990000791371991	0.9288004333152297	0.16472447586092148
424	0.5	2.170733505080664	0.21611737739295162	1.928450167652876	0.5938158470764704	4.986744995373672	0.9291122649760286	0.16750413859100036
